customer_id,full_name,date_of_birth,country,risk_rating
CUST0171,Ahmed Mammadov,1972-05-02,AZ,low
CUST0172,Nigar Aliyev,1968-08-29,AZ,medium
CUST0173,Sevda Mammadov,2003-10-01,AZ,medium
CUST0174,Kamran Suleymanov,1987-10-03,AZ,low
CUST0175,Gulnar Aliyev,1965-11-05,AZ,medium
CUST0176,Ali Guliyev,2001-01-04,DE,low
CUST0177,Ismayil Abdullayeva,1995-12-25,AZ,low
CUST0178,Sevda Quliyev,1977-03-27,AZ,high
CUST0179,Sevda Hasanova,1979-07-12,AZ,low
CUST0180,Rashad Quliyev,2001-03-01,AZ,medium
CUST0181,Sevda Abdullayeva,1975-01-20,AZ,low
CUST0182,Gulnar Abdullayeva,1985-09-21,AZ,medium
CUST0183,Sevda Ismayilova,1960-11-07,DE,low
CUST0184,Kamran Guliyev,1995-01-06,AZ,low
CUST0185,Elmar Guliyev,1982-01-07,TR,low
CUST0186,Ali Huseynova,1964-09-20,US,low
CUST0187,Ahmed Ismayilova,1965-05-01,AZ,low
CUST0188,Ali Rzayev,2000-02-07,AZ,low
CUST0189,Leyla Suleymanov,1983-10-11,AZ,low
CUST0190,Amina Aliyev,1979-02-18,AZ,low
CUST0191,Rashad Mammadov,1988-11-09,AZ,medium
CUST0192,Ismayil Suleymanov,2001-11-13,AZ,low
CUST0193,Sevda Aliyev,1978-04-29,AZ,low
CUST0194,Gulnar Guliyev,1976-05-06,AZ,medium
CUST0195,Leyla Guliyev,1998-07-24,TR,low
CUST0196,Sevda Huseynova,1987-06-22,AZ,low
CUST0197,Semed Guliyev,2003-01-25,AZ,medium
CUST0198,Tural Aliyev,2003-09-15,AZ,low
CUST0199,Sevda Ismayilova,1968-02-12,AZ,medium
CUST0200,Mahir Suleymanov,1970-01-14,AZ,low
CUST0201,Rashad Huseynova,1989-07-25,GE,high
CUST0202,Aysel Ismayilova,1969-11-02,AZ,low
CUST0203,Aysel Mammadov,1970-04-21,GB,low
CUST0204,Sevda Quliyev,1997-06-06,AZ,low
CUST0205,Leyla Quliyev,1977-12-05,TR,low
CUST0206,Rashad Hasanova,1969-01-24,AZ,medium
CUST0207,Gulnar Guliyev,1964-06-19,GB,medium
CUST0208,Gulnar Rzayev,1966-07-24,AZ,low
CUST0209,Aysel Rzayev,2000-04-22,AZ,low
CUST0210,Elmar Huseynova,2003-11-29,AZ,low
CUST0211,Elmar Rzayev,1961-12-19,GE,high
CUST0212,Leyla Mammadov,1964-06-04,AZ,medium
CUST0213,Tural Hasanova,1961-12-21,DE,low
CUST0214,Leyla Huseynova,1988-06-26,AZ,low
CUST0215,Tural Huseynova,1962-05-20,AZ,medium
CUST0216,Ismayil Mammadov,1999-01-11,AZ,low
CUST0217,Ismayil Quliyev,1996-12-22,AZ,low
CUST0218,Amina Ismayilova,1984-07-26,AZ,low
CUST0219,Sevda Aliyev,1980-06-24,AZ,low
CUST0220,Ismayil Suleymanov,2003-07-31,AZ,medium
CUST0221,Elmar Suleymanov,1974-03-11,AZ,low
CUST0222,Gulnar Suleymanov,2004-08-12,AZ,low
CUST0223,Mahir Quliyev,1987-05-07,AZ,low
CUST0224,Mahir Aliyev,1963-11-06,AZ,low
CUST0225,Ismayil Aliyev,1969-11-02,AZ,medium
CUST0226,Ahmed Aliyev,1999-08-23,AZ,medium
CUST0227,Ahmed Hasanova,1967-03-31,AZ,low
CUST0228,Kamran Guliyev,1997-06-11,AZ,low
CUST0229,Sevda Ismayilova,1965-11-02,AZ,low
CUST0230,Nigar Mammadov,1965-12-05,GE,low
CUST0231,Amina Huseynova,1992-12-10,TR,low
CUST0232,Ahmed Guliyev,1999-04-24,DE,low
CUST0233,Tural Mammadov,1984-10-04,AZ,low
CUST0234,Kamran Suleymanov,1964-08-21,AZ,low
CUST0235,Elmar Aliyev,1961-08-26,GE,medium
CUST0236,Nigar Guliyev,1993-08-21,AZ,low
CUST0237,Rashad Quliyev,1995-07-29,AZ,low
CUST0238,Aysel Hasanova,2003-03-09,AZ,high
CUST0239,Gulnar Ismayilova,1991-12-02,AZ,low
CUST0240,Semed Abdullayeva,1991-09-21,AZ,low
CUST0241,Mahir Rzayev,1961-06-15,AZ,low
CUST0242,Gulnar Abdullayeva,1994-12-14,AZ,medium
CUST0243,Amina Mammadov,1969-09-22,AZ,medium
CUST0244,Amina Ismayilova,1998-11-05,GB,low
CUST0245,Tural Guliyev,1966-06-01,AZ,low
CUST0246,Aysel Hasanova,2004-04-01,AZ,low
CUST0247,Elmar Ismayilova,1996-10-19,AZ,low
CUST0248,Gulnar Ismayilova,1985-11-28,AZ,low
CUST0249,Sevda Suleymanov,1972-05-16,AZ,medium
CUST0250,Rashad Rzayev,1994-12-05,AZ,low
CUST0251,Nigar Ismayilova,1960-06-08,AZ,low
CUST0252,Nigar Abdullayeva,1988-07-28,DE,low
CUST0253,Nigar Ismayilova,1994-05-18,AZ,low
CUST0254,Semed Aliyev,1970-12-29,GE,low
CUST0255,Amina Rzayev,1985-05-18,AZ,low
CUST0256,Mahir Ismayilova,1988-05-17,US,high
CUST0257,Tural Hasanova,1962-10-20,DE,low
CUST0258,Amina Abdullayeva,1985-09-27,AZ,low
CUST0259,Gulnar Aliyev,1968-02-22,AZ,low
CUST0260,Aysel Hasanova,1993-09-03,AZ,low
CUST0261,Aysel Guliyev,1979-04-15,AZ,medium
CUST0262,Sevda Aliyev,1998-06-24,AZ,medium
CUST0263,Tural Rzayev,1999-01-13,AZ,low
CUST0264,Ismayil Rzayev,1961-11-22,AZ,low
CUST0265,Sevda Ismayilova,1996-03-28,TR,low
CUST0266,Aysel Suleymanov,1994-12-19,AZ,low
CUST0267,Ali Abdullayeva,1969-05-20,DE,low
CUST0268,Amina Suleymanov,2003-03-04,AZ,low
CUST0269,Ali Rzayev,1983-07-22,AZ,medium
CUST0270,Semed Guliyev,1972-01-26,DE,low
CUST0271,Amina Ismayilova,1967-12-24,AZ,medium
CUST0272,Aysel Rzayev,1969-06-29,AZ,medium
CUST0273,Gulnar Quliyev,1989-09-22,GE,low
CUST0274,Leyla Guliyev,1995-07-13,AZ,medium
CUST0275,Elmar Quliyev,1983-11-07,AZ,low
CUST0276,Ahmed Rzayev,1976-06-15,AZ,medium
CUST0277,Amina Suleymanov,1981-02-15,GE,medium
CUST0278,Ismayil Abdullayeva,1976-03-28,AZ,low
CUST0279,Amina Huseynova,1991-09-27,AZ,low
CUST0280,Ismayil Quliyev,1979-01-16,AZ,low
CUST0281,Nigar Huseynova,1997-09-24,AZ,high
CUST0282,Kamran Ismayilova,2000-04-16,AZ,low
CUST0283,Rashad Hasanova,1994-10-26,AZ,medium
CUST0284,Ali Abdullayeva,1990-01-29,AZ,low
CUST0285,Nigar Quliyev,1991-12-04,US,low
CUST0286,Tural Abdullayeva,1973-03-06,AZ,medium
CUST0287,Rashad Quliyev,1972-06-03,AZ,low
CUST0288,Elmar Mammadov,2000-03-13,US,low
CUST0289,Ahmed Abdullayeva,1976-02-08,AZ,medium
CUST0290,Mahir Hasanova,1985-01-26,DE,low
CUST0291,Amina Rzayev,1962-01-12,DE,medium
CUST0292,Amina Guliyev,1990-11-24,AZ,low
CUST0293,Ismayil Ismayilova,1990-01-03,AZ,low
CUST0294,Mahir Guliyev,1986-04-28,AZ,low
CUST0295,Gulnar Abdullayeva,1973-05-17,AZ,low
CUST0296,Amina Ismayilova,1998-03-12,US,medium
CUST0297,Gulnar Ismayilova,1981-11-05,GB,medium
CUST0298,Rashad Huseynova,1980-08-19,AZ,medium
CUST0299,Ali Ismayilova,2004-03-20,AZ,medium
CUST0300,Rashad Aliyev,2000-08-02,AZ,medium
CUST0301,Aysel Guliyev,2004-02-17,DE,low
CUST0302,Ali Suleymanov,1968-08-10,TR,low
CUST0303,Kamran Mammadov,1974-03-20,AZ,low
CUST0304,Sevda Hasanova,1976-04-26,AZ,low
CUST0305,Leyla Huseynova,1968-01-11,AZ,low
CUST0306,Ahmed Hasanova,1973-07-06,AZ,low
CUST0307,Ali Rzayev,1986-07-28,AZ,low
CUST0308,Semed Mammadov,1970-04-04,TR,low
CUST0309,Ali Abdullayeva,1967-03-16,AZ,low
CUST0310,Leyla Mammadov,1990-06-21,AZ,low
CUST0311,Tural Huseynova,1987-01-23,AZ,low
CUST0312,Mahir Guliyev,1976-02-23,AZ,low
CUST0313,Nigar Quliyev,1997-10-31,AZ,low
CUST0314,Ahmed Quliyev,1975-07-25,AZ,low
CUST0315,Leyla Guliyev,1991-03-04,DE,low
CUST0316,Kamran Abdullayeva,1978-10-17,AZ,low
CUST0317,Nigar Rzayev,1988-06-25,AZ,low
CUST0318,Semed Suleymanov,1978-03-19,AZ,low
CUST0319,Gulnar Huseynova,1968-10-25,AZ,low
CUST0320,Mahir Ismayilova,1995-03-14,AZ,low
CUST0321,Nigar Abdullayeva,1997-10-08,AZ,low
CUST0322,Ismayil Guliyev,1980-03-05,AZ,low
CUST0323,Amina Guliyev,1997-05-16,AZ,medium
CUST0324,Ahmed Huseynova,1961-06-08,AZ,low
CUST0325,Mahir Aliyev,1964-09-22,AZ,low
CUST0326,Ahmed Quliyev,1988-11-01,US,low
CUST0327,Ismayil Rzayev,1970-06-16,AZ,medium
CUST0328,Aysel Ismayilova,1970-02-05,GE,low
CUST0329,Ali Hasanova,1995-01-30,TR,low
CUST0330,Ahmed Aliyev,1983-08-12,AZ,medium
CUST0331,Aysel Ismayilova,1964-03-14,AZ,low
CUST0332,Leyla Huseynova,1961-03-25,AZ,low
CUST0333,Nigar Ismayilova,1965-10-19,AZ,low
CUST0334,Aysel Rzayev,1983-08-24,AZ,low
CUST0335,Leyla Rzayev,1999-12-07,AZ,medium
CUST0336,Mahir Ismayilova,1994-04-17,AZ,low
CUST0337,Semed Quliyev,1982-10-03,AZ,low
CUST0338,Ismayil Hasanova,1974-07-15,AZ,medium
CUST0339,Tural Quliyev,1995-11-08,AZ,high
CUST0340,Nigar Rzayev,1992-02-07,AZ,low
CUST0341,Semed Abdullayeva,2002-12-22,AZ,low
CUST0342,Semed Ismayilova,1972-03-31,AZ,low
CUST0343,Elmar Aliyev,1998-02-12,GE,low
CUST0344,Mahir Guliyev,1985-04-29,GE,low
CUST0345,Nigar Suleymanov,1996-03-03,AZ,low
CUST0346,Gulnar Hasanova,1964-03-14,AZ,low
CUST0347,Nigar Mammadov,1987-08-02,AZ,low
CUST0348,Rashad Hasanova,1985-08-31,US,low
CUST0349,Ahmed Suleymanov,1979-12-02,AZ,low
CUST0350,Ahmed Quliyev,1997-11-26,AZ,low
CUST0351,Gulnar Abdullayeva,1980-02-25,AZ,low
CUST0352,Ahmed Quliyev,1997-10-02,AZ,low
CUST0353,Ismayil Abdullayeva,1970-05-09,AZ,low
CUST0354,Aysel Rzayev,1997-07-23,AZ,low
CUST0355,Elmar Quliyev,1960-08-20,AZ,low
CUST0356,Rashad Quliyev,1960-08-02,AZ,low
CUST0357,Kamran Suleymanov,1968-12-26,AZ,low
CUST0358,Semed Rzayev,1998-08-03,AZ,medium
CUST0359,Sevda Aliyev,1991-05-11,AZ,medium
CUST0360,Leyla Mammadov,1983-05-04,AZ,medium
CUST0361,Rashad Hasanova,1979-10-01,AZ,low
CUST0362,Rashad Huseynova,1962-03-06,AZ,low
CUST0363,Leyla Huseynova,1979-03-19,AZ,low
CUST0364,Tural Hasanova,1966-05-24,AZ,medium
CUST0365,Semed Huseynova,1967-11-14,AZ,medium
CUST0366,Tural Guliyev,1965-08-18,AZ,low
CUST0367,Nigar Rzayev,1966-11-13,AZ,medium
CUST0368,Leyla Suleymanov,2003-07-18,AZ,low
CUST0369,Ismayil Huseynova,1997-02-26,AZ,low
CUST0370,Sevda Huseynova,1974-09-22,AZ,low
CUST0371,Sevda Huseynova,1995-03-27,AZ,low
CUST0372,Kamran Ismayilova,1973-03-15,AZ,low
CUST0373,Ahmed Ismayilova,1977-05-07,AZ,low
CUST0374,Ali Suleymanov,1987-04-11,AZ,low
CUST0375,Leyla Mammadov,1990-03-11,AZ,low
CUST0376,Leyla Guliyev,1974-10-04,AZ,low
CUST0377,Mahir Suleymanov,1999-09-15,AZ,low
CUST0378,Semed Ismayilova,1960-05-13,AZ,low
CUST0379,Tural Hasanova,1975-11-04,AZ,low
CUST0380,Leyla Quliyev,1977-11-04,AZ,low
CUST0381,Semed Abdullayeva,1998-11-13,TR,low
CUST0382,Mahir Guliyev,1971-02-26,AZ,low
CUST0383,Semed Suleymanov,1993-03-01,DE,low
CUST0384,Ali Guliyev,2002-01-25,AZ,low
CUST0385,Kamran Mammadov,1983-01-24,AZ,medium
CUST0386,Gulnar Aliyev,1976-05-19,AZ,low
CUST0387,Elmar Guliyev,1982-05-29,GE,low
CUST0388,Ahmed Rzayev,1996-07-31,AZ,low
CUST0389,Kamran Quliyev,1966-05-13,AZ,low
CUST0390,Leyla Guliyev,1990-09-03,AZ,low
CUST0391,Tural Rzayev,1971-09-09,TR,low
CUST0392,Gulnar Quliyev,1994-09-29,AZ,medium
CUST0393,Ahmed Abdullayeva,1998-12-05,AZ,low
CUST0394,Ali Hasanova,1997-01-02,AZ,low
CUST0395,Kamran Suleymanov,1961-05-18,GE,low
CUST0396,Nigar Suleymanov,2005-12-11,AZ,low
CUST0397,Ali Guliyev,1990-11-12,AZ,medium
CUST0398,Kamran Hasanova,1985-09-09,AZ,low
CUST0399,Gulnar Hasanova,1987-11-27,AZ,high
CUST0400,Sevda Abdullayeva,1971-06-24,AZ,low
CUST0401,Ismayil Aliyev,1974-08-10,AZ,low
CUST0402,Mahir Hasanova,1969-02-24,AZ,medium
CUST0403,Tural Abdullayeva,1976-09-20,AZ,low
CUST0404,Sevda Ismayilova,1988-05-23,AZ,low
CUST0405,Leyla Suleymanov,1970-10-27,GE,low
CUST0406,Sevda Suleymanov,1987-03-15,AZ,low
CUST0407,Ahmed Mammadov,2003-08-25,TR,low
CUST0408,Mahir Huseynova,1976-03-22,AZ,low
CUST0409,Rashad Quliyev,1967-02-26,AZ,low
CUST0410,Mahir Aliyev,1986-01-12,DE,low
CUST0411,Gulnar Suleymanov,1967-10-30,AZ,medium
CUST0412,Nigar Suleymanov,2005-07-23,AZ,low
CUST0413,Aysel Quliyev,1981-11-16,AZ,low
CUST0414,Leyla Mammadov,1993-11-13,AZ,low
CUST0415,Amina Rzayev,1994-04-17,AZ,low
CUST0416,Leyla Quliyev,1962-03-29,AZ,low
CUST0417,Sevda Suleymanov,1963-01-27,AZ,medium
CUST0418,Gulnar Mammadov,1969-11-04,AZ,low
CUST0419,Mahir Hasanova,1984-12-29,AZ,low
CUST0420,Aysel Quliyev,1963-03-29,AZ,medium
CUST0421,Ismayil Abdullayeva,1983-11-29,AZ,low
CUST0422,Ahmed Ismayilova,1960-07-23,AZ,low
CUST0423,Aysel Ismayilova,1965-10-26,GB,low
CUST0424,Semed Suleymanov,1973-01-27,AZ,high
CUST0425,Rashad Abdullayeva,1960-03-23,AZ,low
CUST0426,Sevda Huseynova,1960-01-19,AZ,medium
CUST0427,Kamran Guliyev,1970-05-13,AZ,low
CUST0428,Aysel Hasanova,2002-10-10,AZ,low
CUST0429,Elmar Mammadov,1989-12-07,AZ,low
CUST0430,Ahmed Guliyev,2003-04-03,AZ,low
CUST0431,Nigar Hasanova,1964-07-16,AZ,low
CUST0432,Nigar Guliyev,2004-08-10,AZ,low
CUST0433,Ali Aliyev,2001-01-04,AZ,medium
CUST0434,Gulnar Hasanova,1974-03-28,AZ,high
CUST0435,Mahir Hasanova,2002-12-21,AZ,low
CUST0436,Semed Aliyev,1982-10-24,AZ,low
CUST0437,Ali Mammadov,1965-02-13,AZ,medium
CUST0438,Amina Quliyev,1984-07-21,AZ,medium
CUST0439,Leyla Quliyev,1975-11-10,AZ,low
CUST0440,Aysel Hasanova,1974-03-25,AZ,low
CUST0441,Ismayil Huseynova,1994-06-13,AZ,low
CUST0442,Aysel Quliyev,1982-10-09,AZ,low
CUST0443,Amina Suleymanov,1964-09-09,AZ,medium
CUST0444,Elmar Abdullayeva,1993-07-08,TR,low
CUST0445,Elmar Quliyev,1969-04-15,DE,low
CUST0446,Elmar Hasanova,1979-09-21,AZ,low
CUST0447,Mahir Quliyev,1966-11-21,AZ,low
CUST0448,Leyla Aliyev,1966-08-08,GE,low
CUST0449,Amina Rzayev,1981-03-03,AZ,low
CUST0450,Rashad Suleymanov,1993-04-24,AZ,low
CUST0451,Ali Abdullayeva,1967-12-07,AZ,low
CUST0452,Semed Ismayilova,1974-07-05,AZ,medium
CUST0453,Nigar Hasanova,2002-08-12,AZ,low
CUST0454,Mahir Abdullayeva,1973-08-21,AZ,medium
CUST0455,Elmar Mammadov,1973-12-21,AZ,medium
CUST0456,Ahmed Ismayilova,1990-03-19,TR,low
CUST0457,Kamran Ismayilova,1973-02-26,AZ,low
CUST0458,Gulnar Guliyev,2004-12-30,AZ,low
CUST0459,Leyla Hasanova,1982-06-28,AZ,low
CUST0460,Sevda Hasanova,1992-04-25,AZ,medium
CUST0461,Aysel Aliyev,1971-10-30,AZ,high
CUST0462,Rashad Hasanova,1986-06-03,AZ,high
CUST0463,Ali Huseynova,1987-05-25,AZ,low
CUST0464,Elmar Suleymanov,1982-12-21,AZ,low
CUST0465,Elmar Mammadov,1983-01-08,AZ,medium
CUST0466,Ahmed Aliyev,1961-09-02,AZ,low
CUST0467,Elmar Aliyev,2005-01-05,AZ,low
CUST0468,Rashad Aliyev,1973-11-12,AZ,medium
CUST0469,Leyla Huseynova,2002-11-10,AZ,low
CUST0470,Kamran Quliyev,1981-02-22,AZ,low
CUST0471,Rashad Hasanova,1973-09-14,AZ,low
CUST0472,Sevda Rzayev,1976-01-21,AZ,low
CUST0473,Elmar Hasanova,1975-03-22,AZ,medium
CUST0474,Ismayil Abdullayeva,2005-02-02,AZ,low
