customer_id,full_name,date_of_birth,country,risk_rating
CUST0069,Amina Guliyev,1989-09-05,AZ,low
CUST0070,Nigar Abdullayeva,1961-04-06,AZ,low
CUST0071,Sevda Huseynova,1995-08-08,AZ,medium
CUST0072,Nigar Quliyev,1998-01-23,GB,low
CUST0073,Sevda Quliyev,1996-12-21,TR,low
CUST0074,Ismayil Aliyev,1979-04-16,AZ,low
CUST0075,Amina Hasanova,1980-05-15,AZ,medium
CUST0076,Rashad Rzayev,1968-07-21,GE,low
CUST0077,Rashad Suleymanov,2004-01-23,AZ,medium
CUST0078,Ismayil Guliyev,1987-05-29,AZ,low
CUST0079,Ismayil Hasanova,1961-09-10,AZ,low
CUST0080,Ahmed Quliyev,1983-10-10,TR,medium
CUST0081,Sevda Mammadov,1961-08-10,GE,low
CUST0082,Sevda Abdullayeva,1973-10-30,AZ,low
CUST0083,Aysel Aliyev,1995-09-20,AZ,low
CUST0084,Sevda Guliyev,1989-09-20,AZ,low
CUST0085,Elmar Rzayev,1970-01-17,AZ,low
CUST0086,Elmar Suleymanov,1980-09-21,TR,low
CUST0087,Ismayil Hasanova,1976-08-28,AZ,low
CUST0088,Ahmed Suleymanov,1970-12-19,AZ,low
CUST0089,Ali Rzayev,1972-12-08,AZ,low
CUST0090,Tural Mammadov,1968-02-26,AZ,low
CUST0091,Kamran Quliyev,2005-07-10,AZ,low
CUST0092,Aysel Guliyev,1966-05-18,AZ,low
CUST0093,Ismayil Mammadov,1973-06-09,AZ,low
CUST0094,Leyla Quliyev,1963-03-06,AZ,low
CUST0095,Aysel Quliyev,2000-04-21,AZ,medium
CUST0096,Ali Suleymanov,1988-05-03,AZ,low
CUST0097,Tural Guliyev,1992-01-21,GB,high
CUST0098,Amina Quliyev,1974-08-26,GE,low
CUST0099,Mahir Quliyev,1979-10-20,AZ,low
CUST0100,Nigar Suleymanov,1979-11-30,DE,low
CUST0101,Ahmed Suleymanov,1966-06-13,GE,low
CUST0102,Ali Quliyev,1989-07-12,AZ,low
CUST0103,Elmar Aliyev,1978-10-12,AZ,low
CUST0104,Rashad Suleymanov,1968-06-29,AZ,medium
CUST0105,Kamran Mammadov,1985-08-01,AZ,low
CUST0106,Semed Guliyev,1986-11-07,AZ,low
CUST0107,Amina Abdullayeva,1991-04-10,AZ,low
CUST0108,Semed Rzayev,1995-03-29,AZ,high
CUST0109,Leyla Mammadov,1994-07-14,TR,high
CUST0110,Leyla Suleymanov,1968-06-28,AZ,low
CUST0111,Nigar Guliyev,1984-10-03,US,low
CUST0112,Gulnar Huseynova,1989-07-05,AZ,low
CUST0113,Rashad Aliyev,1971-06-19,GE,low
CUST0114,Leyla Abdullayeva,1982-02-28,AZ,low
CUST0115,Aysel Rzayev,1985-04-30,AZ,medium
CUST0116,Tural Guliyev,1991-06-29,AZ,low
CUST0117,Kamran Suleymanov,1964-09-14,AZ,low
CUST0118,Amina Aliyev,1974-05-21,AZ,low
CUST0119,Nigar Abdullayeva,1974-05-31,GB,low
CUST0120,Mahir Abdullayeva,1965-12-13,AZ,low
CUST0121,Elmar Ismayilova,1993-12-12,TR,low
CUST0122,Leyla Huseynova,2000-07-11,AZ,low
CUST0123,Ahmed Suleymanov,1982-10-10,AZ,low
CUST0124,Tural Hasanova,2002-11-24,AZ,medium
CUST0125,Semed Quliyev,1999-05-16,GB,medium
CUST0126,Amina Rzayev,1989-08-25,AZ,low
CUST0127,Ahmed Aliyev,1976-11-14,AZ,medium
CUST0128,Tural Suleymanov,1988-10-09,AZ,low
CUST0129,Rashad Guliyev,1983-07-18,AZ,low
CUST0130,Gulnar Ismayilova,1967-08-30,AZ,medium
CUST0131,Nigar Guliyev,1985-04-14,AZ,low
CUST0132,Kamran Rzayev,1995-11-11,AZ,low
CUST0133,Ali Mammadov,1976-08-04,GB,low
CUST0134,Aysel Abdullayeva,1980-03-21,AZ,low
CUST0135,Aysel Hasanova,1987-11-04,AZ,low
CUST0136,Mahir Abdullayeva,1981-06-16,AZ,low
CUST0137,Amina Aliyev,1985-09-25,AZ,low
CUST0138,Ali Abdullayeva,1963-06-24,TR,low
CUST0139,Aysel Abdullayeva,1970-12-08,AZ,low
CUST0140,Semed Guliyev,1982-09-15,TR,low
CUST0141,Nigar Rzayev,1980-11-26,AZ,medium
CUST0142,Tural Huseynova,2003-09-12,AZ,medium
CUST0143,Ismayil Quliyev,1998-04-28,AZ,low
CUST0144,Semed Rzayev,1962-01-11,AZ,low
CUST0145,Ali Quliyev,1968-09-23,AZ,medium
CUST0146,Rashad Huseynova,1963-01-30,AZ,low
CUST0147,Aysel Huseynova,1967-01-23,AZ,low
CUST0148,Nigar Aliyev,1997-05-12,AZ,high
CUST0149,Sevda Mammadov,1976-04-05,AZ,low
CUST0150,Ahmed Quliyev,1992-11-04,AZ,low
CUST0151,Kamran Quliyev,1991-03-25,AZ,low
CUST0152,Ali Hasanova,1970-05-08,AZ,low
CUST0153,Nigar Rzayev,2004-06-15,AZ,low
CUST0154,Amina Huseynova,1965-08-25,AZ,medium
CUST0155,Leyla Quliyev,1985-03-10,AZ,medium
CUST0156,Aysel Rzayev,1975-01-11,AZ,low
CUST0157,Kamran Mammadov,1977-03-08,TR,medium
CUST0158,Ismayil Rzayev,2003-12-16,AZ,medium
CUST0159,Mahir Ismayilova,1979-06-12,AZ,low
CUST0160,Leyla Rzayev,1989-12-09,AZ,low
CUST0161,Ali Mammadov,1972-06-10,AZ,low
CUST0162,Ismayil Abdullayeva,1978-05-30,DE,low
CUST0163,Elmar Huseynova,1961-01-31,AZ,low
CUST0164,Nigar Suleymanov,2005-10-19,AZ,low
CUST0165,Sevda Mammadov,1984-08-02,AZ,low
CUST0166,Nigar Rzayev,1982-02-15,AZ,low
CUST0167,Rashad Aliyev,2000-12-05,GB,low
CUST0168,Rashad Huseynova,1992-11-24,AZ,medium
CUST0169,Nigar Quliyev,2002-10-11,AZ,low
CUST0170,Rashad Hasanova,1979-06-25,AZ,high
CUST0171,Amina Huseynova,1963-11-21,AZ,low
CUST0172,Tural Mammadov,1968-04-21,AZ,low
CUST0173,Leyla Aliyev,1967-02-23,AZ,low
CUST0174,Ali Abdullayeva,1971-07-18,AZ,medium
CUST0175,Mahir Quliyev,1979-05-20,AZ,low
CUST0176,Rashad Guliyev,1986-11-11,AZ,low
CUST0177,Rashad Guliyev,2004-10-21,AZ,medium
CUST0178,Sevda Guliyev,1978-07-15,AZ,low
CUST0179,Nigar Ismayilova,1992-10-27,AZ,low
CUST0180,Amina Quliyev,1988-08-26,AZ,low
CUST0181,Kamran Mammadov,1970-04-30,AZ,low
CUST0182,Sevda Rzayev,1978-08-15,AZ,medium
CUST0183,Kamran Hasanova,1985-01-21,AZ,low
CUST0184,Tural Ismayilova,1988-09-28,AZ,medium
CUST0185,Ahmed Guliyev,1963-10-08,AZ,low
CUST0186,Kamran Guliyev,1990-06-06,TR,low
CUST0187,Ali Hasanova,1977-09-06,AZ,medium
CUST0188,Kamran Suleymanov,1964-11-14,AZ,low
CUST0189,Rashad Aliyev,1973-02-01,AZ,medium
CUST0190,Ahmed Quliyev,1968-01-20,TR,low
CUST0191,Ali Ismayilova,1997-06-05,AZ,low
CUST0192,Amina Rzayev,1986-03-07,GB,medium
CUST0193,Gulnar Suleymanov,1975-10-02,AZ,low
CUST0194,Kamran Huseynova,1993-08-19,AZ,medium
CUST0195,Aysel Quliyev,1986-11-04,AZ,low
CUST0196,Semed Aliyev,1977-12-16,AZ,low
CUST0197,Leyla Rzayev,1979-05-17,AZ,low
CUST0198,Nigar Guliyev,1971-09-08,AZ,low
CUST0199,Leyla Rzayev,1966-12-02,AZ,medium
CUST0200,Leyla Hasanova,1964-01-01,AZ,low
CUST0201,Amina Aliyev,2005-09-18,AZ,low
CUST0202,Elmar Huseynova,2000-02-05,AZ,low
CUST0203,Ahmed Guliyev,1971-09-16,AZ,low
CUST0204,Gulnar Aliyev,1963-02-02,AZ,low
CUST0205,Ahmed Mammadov,1971-10-23,TR,low
CUST0206,Nigar Aliyev,1994-03-04,AZ,low
CUST0207,Ali Quliyev,1975-10-18,AZ,medium
CUST0208,Ahmed Hasanova,1999-06-15,AZ,low
CUST0209,Semed Hasanova,2004-04-11,AZ,medium
CUST0210,Semed Ismayilova,1966-03-17,AZ,low
CUST0211,Nigar Ismayilova,1988-07-07,AZ,medium
CUST0212,Kamran Aliyev,1982-03-02,AZ,medium
CUST0213,Rashad Quliyev,1998-09-01,AZ,low
CUST0214,Semed Hasanova,1980-10-01,AZ,low
CUST0215,Gulnar Mammadov,1977-08-21,TR,low
CUST0216,Amina Abdullayeva,1989-03-25,AZ,low
CUST0217,Ismayil Abdullayeva,1976-01-10,AZ,low
CUST0218,Nigar Mammadov,1981-01-15,AZ,medium
CUST0219,Ismayil Guliyev,1960-09-08,AZ,medium
CUST0220,Nigar Huseynova,1973-02-21,AZ,low
CUST0221,Ali Huseynova,1986-03-08,TR,low
CUST0222,Ali Abdullayeva,1984-05-28,AZ,low
CUST0223,Sevda Suleymanov,1980-10-25,TR,low
CUST0224,Kamran Suleymanov,1964-07-28,AZ,low
CUST0225,Semed Mammadov,1960-12-05,AZ,low
CUST0226,Mahir Aliyev,1967-05-12,AZ,low
CUST0227,Mahir Quliyev,1983-01-19,AZ,low
CUST0228,Sevda Huseynova,2005-01-15,AZ,low
CUST0229,Kamran Rzayev,1991-10-15,AZ,low
CUST0230,Leyla Guliyev,1970-02-23,GE,low
CUST0231,Ismayil Huseynova,1978-04-17,AZ,low
CUST0232,Ali Suleymanov,1982-12-25,GE,low
CUST0233,Sevda Huseynova,1991-07-08,AZ,low
CUST0234,Kamran Quliyev,1964-08-03,AZ,low
CUST0235,Ali Guliyev,1962-04-26,TR,low
CUST0236,Tural Aliyev,1990-05-03,AZ,low
CUST0237,Mahir Hasanova,1969-07-12,TR,medium
CUST0238,Mahir Huseynova,1983-06-29,AZ,low
CUST0239,Nigar Quliyev,1997-09-05,AZ,low
CUST0240,Ahmed Mammadov,1968-10-18,AZ,low
CUST0241,Amina Hasanova,1967-12-28,US,medium
CUST0242,Elmar Hasanova,1961-04-28,AZ,medium
CUST0243,Aysel Aliyev,2003-09-07,US,medium
CUST0244,Semed Rzayev,1985-01-19,AZ,low
CUST0245,Aysel Hasanova,1974-05-09,TR,low
CUST0246,Rashad Guliyev,1979-07-28,AZ,low
CUST0247,Ali Mammadov,1974-03-13,AZ,medium
CUST0248,Sevda Suleymanov,1977-07-13,AZ,medium
CUST0249,Elmar Guliyev,2001-06-28,AZ,low
CUST0250,Ali Quliyev,1975-04-06,GE,medium
CUST0251,Elmar Ismayilova,2001-03-31,AZ,low
CUST0252,Kamran Abdullayeva,1962-03-05,AZ,medium
CUST0253,Aysel Aliyev,2001-02-27,US,low
CUST0254,Ali Huseynova,1980-10-12,AZ,medium
CUST0255,Tural Rzayev,1995-06-25,GE,medium
CUST0256,Ahmed Abdullayeva,1977-10-15,AZ,low
CUST0257,Gulnar Rzayev,1965-03-30,AZ,low
CUST0258,Mahir Rzayev,1981-03-08,AZ,low
CUST0259,Nigar Guliyev,1961-03-30,AZ,low
CUST0260,Aysel Aliyev,1964-03-10,AZ,low
CUST0261,Leyla Ismayilova,1970-06-08,AZ,low
CUST0262,Ali Mammadov,1968-10-19,AZ,low
CUST0263,Ismayil Hasanova,2001-08-08,AZ,low
CUST0264,Gulnar Rzayev,1982-03-31,AZ,low
CUST0265,Sevda Quliyev,1984-12-22,TR,low
CUST0266,Kamran Aliyev,1971-04-04,AZ,medium
CUST0267,Ahmed Mammadov,2005-12-10,AZ,low
CUST0268,Elmar Guliyev,1977-01-26,AZ,medium
CUST0269,Rashad Quliyev,1991-07-05,AZ,low
CUST0270,Ismayil Abdullayeva,1987-07-15,AZ,low
CUST0271,Sevda Hasanova,1980-10-31,TR,medium
CUST0272,Ali Quliyev,1964-09-07,AZ,low
CUST0273,Ahmed Hasanova,1994-11-27,AZ,low
CUST0274,Gulnar Abdullayeva,1992-05-07,AZ,low
CUST0275,Leyla Quliyev,1989-08-06,AZ,medium
CUST0276,Tural Huseynova,1969-03-18,AZ,low
CUST0277,Rashad Quliyev,1974-09-16,AZ,low
CUST0278,Tural Rzayev,1995-10-24,TR,low
CUST0279,Nigar Ismayilova,2003-09-05,AZ,low
CUST0280,Amina Suleymanov,1967-09-01,AZ,low
CUST0281,Aysel Aliyev,1961-09-22,AZ,low
CUST0282,Aysel Aliyev,2004-11-22,AZ,medium
CUST0283,Elmar Mammadov,2005-04-03,AZ,low
CUST0284,Aysel Quliyev,1991-04-11,AZ,medium
CUST0285,Leyla Abdullayeva,1976-10-18,AZ,low
CUST0286,Ali Hasanova,1980-01-06,AZ,low
CUST0287,Aysel Abdullayeva,1962-08-16,AZ,medium
CUST0288,Tural Mammadov,1983-09-04,AZ,low
CUST0289,Leyla Huseynova,1994-04-21,GE,medium
CUST0290,Kamran Guliyev,1982-06-04,DE,low
CUST0291,Tural Rzayev,1990-08-02,AZ,low
CUST0292,Ahmed Suleymanov,1992-03-13,AZ,low
CUST0293,Mahir Aliyev,1964-09-20,AZ,low
CUST0294,Leyla Hasanova,1984-08-24,GE,low
CUST0295,Aysel Huseynova,1969-08-17,AZ,low
CUST0296,Gulnar Mammadov,1975-07-13,AZ,low
CUST0297,Elmar Rzayev,1978-09-09,AZ,low
CUST0298,Amina Hasanova,2004-04-03,AZ,medium
CUST0299,Gulnar Quliyev,1963-04-22,AZ,low
CUST0300,Aysel Rzayev,1976-11-24,AZ,low
CUST0301,Sevda Hasanova,1993-02-11,AZ,low
CUST0302,Ahmed Ismayilova,1977-12-26,AZ,low
CUST0303,Amina Quliyev,1986-06-22,AZ,low
CUST0304,Kamran Huseynova,1970-12-13,TR,medium
CUST0305,Ahmed Ismayilova,1978-08-04,AZ,high
CUST0306,Mahir Hasanova,1962-11-11,AZ,medium
CUST0307,Sevda Aliyev,1983-02-17,US,low
CUST0308,Leyla Rzayev,1968-02-16,AZ,low
CUST0309,Ahmed Abdullayeva,1971-04-20,AZ,low
CUST0310,Kamran Huseynova,1968-08-25,AZ,medium
CUST0311,Ismayil Aliyev,1967-04-09,AZ,low
CUST0312,Gulnar Quliyev,1993-09-11,AZ,low
CUST0313,Ahmed Huseynova,1992-09-07,AZ,low
CUST0314,Ali Huseynova,1979-07-26,DE,medium
CUST0315,Leyla Huseynova,1973-09-26,AZ,low
CUST0316,Ahmed Abdullayeva,1983-07-15,AZ,low
CUST0317,Sevda Aliyev,2005-08-12,AZ,low
CUST0318,Ali Rzayev,1976-05-30,AZ,low
CUST0319,Ahmed Huseynova,2003-07-08,AZ,low
CUST0320,Gulnar Suleymanov,1968-11-07,AZ,medium
CUST0321,Rashad Mammadov,1984-10-30,AZ,medium
CUST0322,Semed Suleymanov,2002-03-16,AZ,medium
CUST0323,Semed Huseynova,1961-05-12,AZ,low
CUST0324,Amina Ismayilova,1982-06-09,AZ,medium
CUST0325,Leyla Abdullayeva,1968-11-17,US,low
CUST0326,Aysel Abdullayeva,1971-07-27,DE,low
CUST0327,Elmar Guliyev,1960-10-31,AZ,low
CUST0328,Gulnar Rzayev,1992-01-16,AZ,medium
CUST0329,Nigar Suleymanov,1992-10-26,TR,low
CUST0330,Tural Mammadov,1979-08-17,AZ,medium
CUST0331,Nigar Abdullayeva,1968-10-29,AZ,high
CUST0332,Gulnar Hasanova,1990-06-27,AZ,low
CUST0333,Sevda Huseynova,1961-11-11,AZ,low
CUST0334,Gulnar Aliyev,1998-05-10,AZ,medium
CUST0335,Ahmed Rzayev,1960-01-20,GE,low
CUST0336,Ali Quliyev,2001-12-02,AZ,low
CUST0337,Aysel Huseynova,1980-04-04,AZ,low
CUST0338,Elmar Mammadov,1982-03-13,AZ,high
CUST0339,Aysel Aliyev,1971-11-21,AZ,medium
CUST0340,Sevda Mammadov,1992-05-13,AZ,low
CUST0341,Sevda Abdullayeva,1971-10-30,AZ,low
CUST0342,Semed Mammadov,1963-11-30,AZ,medium
CUST0343,Tural Suleymanov,1975-07-13,AZ,low
CUST0344,Ahmed Hasanova,1989-01-16,AZ,high
CUST0345,Amina Suleymanov,1967-07-02,AZ,low
CUST0346,Rashad Aliyev,2001-11-15,AZ,low
CUST0347,Leyla Suleymanov,1992-10-28,AZ,low
CUST0348,Amina Huseynova,1988-07-07,AZ,low
CUST0349,Ismayil Suleymanov,2002-07-17,AZ,low
CUST0350,Nigar Ismayilova,1997-01-19,AZ,low
CUST0351,Amina Abdullayeva,1990-06-26,TR,low
CUST0352,Rashad Ismayilova,1991-03-18,AZ,low
CUST0353,Aysel Rzayev,1982-12-07,AZ,low
CUST0354,Sevda Abdullayeva,1987-08-14,AZ,low
CUST0355,Ismayil Guliyev,1989-04-30,AZ,low
CUST0356,Sevda Mammadov,1972-01-24,GE,medium
CUST0357,Aysel Rzayev,2001-02-17,AZ,low
CUST0358,Kamran Abdullayeva,1964-07-22,TR,low
CUST0359,Gulnar Ismayilova,1995-11-16,AZ,low
CUST0360,Mahir Quliyev,1994-01-09,AZ,low
CUST0361,Ali Hasanova,1995-06-13,US,low
CUST0362,Semed Guliyev,1986-07-24,TR,low
CUST0363,Amina Suleymanov,2000-01-23,AZ,low
CUST0364,Aysel Suleymanov,1997-08-22,AZ,low
CUST0365,Nigar Rzayev,2001-01-19,AZ,low
CUST0366,Elmar Mammadov,2003-01-11,TR,low
CUST0367,Ismayil Huseynova,1967-03-29,AZ,low
CUST0368,Aysel Hasanova,1968-07-20,AZ,low
CUST0369,Ali Quliyev,1995-09-03,AZ,low
CUST0370,Ismayil Mammadov,2004-05-12,AZ,low
CUST0371,Sevda Guliyev,1990-11-25,AZ,low
CUST0372,Ali Huseynova,1961-11-14,AZ,low
CUST0373,Mahir Hasanova,1975-06-23,AZ,low
CUST0374,Elmar Quliyev,1985-09-11,GE,low
CUST0375,Tural Hasanova,1980-03-11,AZ,low
CUST0376,Kamran Guliyev,1980-07-10,AZ,low
CUST0377,Ahmed Aliyev,1990-01-01,AZ,low
CUST0378,Ali Rzayev,1978-04-01,AZ,medium
CUST0379,Gulnar Mammadov,1968-03-23,AZ,low
CUST0380,Leyla Mammadov,2002-06-26,AZ,medium
CUST0381,Ali Abdullayeva,1997-03-19,AZ,low
CUST0382,Rashad Ismayilova,1969-01-26,AZ,medium
CUST0383,Ali Aliyev,2005-10-25,GE,low
CUST0384,Tural Hasanova,1974-01-06,AZ,low
CUST0385,Ismayil Huseynova,1975-08-26,AZ,low
CUST0386,Gulnar Rzayev,1966-11-04,AZ,low
CUST0387,Elmar Guliyev,2001-05-07,AZ,medium
CUST0388,Gulnar Quliyev,1983-12-02,AZ,low
CUST0389,Tural Quliyev,1992-10-24,TR,low
CUST0390,Amina Huseynova,1965-01-05,AZ,low
CUST0391,Ahmed Huseynova,1981-06-04,AZ,medium
CUST0392,Semed Abdullayeva,1969-03-06,AZ,medium
CUST0393,Mahir Guliyev,1967-02-22,AZ,low
CUST0394,Sevda Aliyev,1994-01-15,TR,low
CUST0395,Tural Ismayilova,1964-08-17,AZ,low
CUST0396,Elmar Abdullayeva,2002-07-03,AZ,low
CUST0397,Mahir Hasanova,1975-02-02,AZ,low
CUST0398,Gulnar Huseynova,1981-02-15,AZ,low
CUST0399,Ahmed Mammadov,1982-06-11,AZ,medium
CUST0400,Ali Aliyev,1989-12-01,AZ,low
CUST0401,Aysel Hasanova,1995-11-08,AZ,high
CUST0402,Elmar Quliyev,1971-06-26,GE,low
CUST0403,Mahir Quliyev,1978-08-13,AZ,low
CUST0404,Elmar Aliyev,1979-12-03,AZ,low
CUST0405,Kamran Mammadov,1994-08-16,AZ,low
CUST0406,Aysel Abdullayeva,1976-05-15,GE,low
CUST0407,Ali Quliyev,1983-09-22,DE,low
CUST0408,Ali Quliyev,1974-11-24,AZ,low
CUST0409,Sevda Quliyev,1977-03-27,AZ,low
CUST0410,Kamran Suleymanov,1979-06-14,AZ,low
CUST0411,Tural Ismayilova,1960-09-11,AZ,medium
CUST0412,Gulnar Mammadov,1980-07-27,AZ,medium
CUST0413,Ismayil Huseynova,1986-09-24,AZ,medium
CUST0414,Kamran Aliyev,1964-09-17,AZ,medium
CUST0415,Leyla Huseynova,1978-10-05,AZ,low
CUST0416,Nigar Mammadov,1963-11-18,AZ,low
CUST0417,Ismayil Suleymanov,1961-11-16,AZ,low
CUST0418,Mahir Rzayev,1976-08-13,AZ,low
CUST0419,Elmar Abdullayeva,1961-03-25,AZ,low
CUST0420,Ali Suleymanov,1986-10-06,AZ,medium
CUST0421,Aysel Quliyev,1982-09-26,AZ,low
CUST0422,Gulnar Rzayev,1995-03-05,AZ,low
CUST0423,Aysel Mammadov,1986-02-19,TR,low
CUST0424,Rashad Huseynova,1986-03-18,US,low
CUST0425,Tural Quliyev,1996-12-16,AZ,medium
CUST0426,Rashad Aliyev,1992-02-01,AZ,low
CUST0427,Leyla Suleymanov,1964-05-22,AZ,medium
CUST0428,Semed Quliyev,1970-08-02,AZ,low
CUST0429,Aysel Ismayilova,1964-04-12,AZ,low
CUST0430,Ahmed Hasanova,1996-04-13,AZ,low
CUST0431,Semed Hasanova,1975-12-18,AZ,low
CUST0432,Leyla Ismayilova,1977-06-26,GE,low
CUST0433,Ahmed Mammadov,1977-07-01,AZ,low
CUST0434,Amina Huseynova,1967-06-10,AZ,medium
CUST0435,Ali Abdullayeva,1987-08-31,AZ,medium
CUST0436,Mahir Abdullayeva,1994-10-20,AZ,high
CUST0437,Ahmed Hasanova,1999-08-22,AZ,low
CUST0438,Nigar Abdullayeva,2001-07-26,AZ,medium
CUST0439,Elmar Hasanova,1986-05-26,AZ,medium
CUST0440,Amina Ismayilova,1988-07-19,AZ,low
CUST0441,Semed Aliyev,1963-07-10,AZ,low
CUST0442,Gulnar Ismayilova,1976-03-25,AZ,low
CUST0443,Semed Aliyev,1982-09-07,AZ,low
CUST0444,Aysel Ismayilova,1984-08-26,AZ,medium
CUST0445,Ali Huseynova,1966-03-15,AZ,low
CUST0446,Leyla Quliyev,2001-04-05,AZ,low
CUST0447,Leyla Ismayilova,1974-09-26,AZ,low
CUST0448,Elmar Aliyev,1976-03-23,AZ,low
CUST0449,Tural Aliyev,1960-06-28,GB,low
CUST0450,Gulnar Abdullayeva,1980-06-05,AZ,low
CUST0451,Semed Suleymanov,1982-05-25,AZ,low
CUST0452,Aysel Suleymanov,1980-10-17,AZ,low
CUST0453,Mahir Aliyev,1989-11-27,AZ,low
CUST0454,Mahir Guliyev,1994-02-07,AZ,low
CUST0455,Leyla Guliyev,1970-12-17,AZ,low
CUST0456,Ali Aliyev,1996-11-10,AZ,low
CUST0457,Sevda Rzayev,2001-02-07,DE,low
CUST0458,Gulnar Mammadov,2004-09-04,AZ,medium
CUST0459,Semed Aliyev,2001-10-14,AZ,low
CUST0460,Amina Suleymanov,2004-01-24,AZ,medium
CUST0461,Ali Ismayilova,1991-08-26,GE,low
CUST0462,Ahmed Ismayilova,1998-01-30,US,low
CUST0463,Ahmed Quliyev,1988-08-27,AZ,low
CUST0464,Gulnar Rzayev,1975-10-04,AZ,medium
CUST0465,Elmar Aliyev,1974-03-23,AZ,medium
CUST0466,Gulnar Ismayilova,2000-05-29,AZ,low
CUST0467,Elmar Suleymanov,1987-03-23,DE,low
CUST0468,Leyla Suleymanov,1986-01-05,AZ,low
CUST0469,Rashad Quliyev,2001-04-12,AZ,low
CUST0470,Ismayil Quliyev,2003-12-14,AZ,high
CUST0471,Rashad Mammadov,1996-03-06,AZ,low
CUST0472,Tural Mammadov,1976-12-17,DE,low
CUST0473,Leyla Ismayilova,1972-06-02,TR,low
CUST0474,Rashad Abdullayeva,1985-10-25,AZ,medium
CUST0475,Aysel Guliyev,1964-07-25,AZ,medium
CUST0476,Ismayil Ismayilova,1977-01-13,AZ,low
